"passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"Argentina","32","ARG","AR",80,"Erik","","Lamela","1624","1992-03-04",181,"MD","MID","Midfielder","Argentina","32","ARG","AR",20441,"left","E. Lamela","12274"
"Jamaica","388","JAM","JM",78,"Andre","","Gray","1644","1991-06-26",180,"FW","FWD","Forward","England","0","XEN","",10663,"right","A. Gray","null"
"England","0","XEN","",78,"Matthew","","Lowton","1646","1989-06-09",180,"DF","DEF","Defender","England","0","XEN","",8643,"right","M. Lowton","null"
"Netherlands","528","NLD","NL",72,"Davy","","Pr\u00f6pper","1651","1991-09-02",185,"MD","MID","Midfielder","Netherlands","528","NLD","NL",466,"right","D. Pr\u00f6pper","null"
"Guadeloupe","312","GLP","GP",73,"Alexandre","","Lacazette","1609","1991-05-28",175,"FW","FWD","Forward","France","250","FRA","FR",25413,"right","A. Lacazette","null"
"Cura\u00e7ao","531","CUW","CW",67,"Patrick ","","van Aanholt","1628","1990-08-29",175,"DF","DEF","Defender","Netherlands","528","NLD","NL",454,"left","P. van Aanholt","664"
"England","0","XEN","",78,"Adam","","Smith","1659","1991-04-29",180,"DF","DEF","Defender","England","0","XEN","",8460,"right","A. Smith","null"
"England","0","XEN","",85,"Craig","","Dawson","1627","1990-05-06",189,"DF","DEF","Defender","England","0","XEN","",8360,"right","C. Dawson","null"
"Ireland Republic","372","IRL","IE",66,"Callum","","Wilson","1659","1992-02-27",180,"FW","FWD","Forward","England","0","XEN","",11669,"right","C. Wilson","2413"
"England","0","XEN","",73,"Jonathan","","Hogg","1673","1988-12-06",177,"MD","MID","Midfielder","England","0","XEN","",8897,"right","J. Hogg","null"
"Algeria","12","DZA","DZ",83,"Islam","","Slimani","4487","1988-06-18",188,"FW","FWD","Forward","Algeria","12","DZA","DZ",119630,"right","I. Slimani","16009"
"England","0","XEN","",70,"Danny","","Drinkwater","1610","1990-03-05",177,"MD","MID","Midfielder","England","0","XEN","",8495,"right","D. Drinkwater","null"
"Belgium","56","BEL","BE",90,"Laurent","","Depoitre","1673","1988-12-07",191,"FW","FWD","Forward","Belgium","56","BEL","BE",38377,"right","L. Depoitre","null"
"Gambia","270","GMB","GM",74,"Joshua","","King","1659","1992-01-15",180,"FW","FWD","Forward","Norway","578","NOR","NO",9637,"right","J. King","7336"
"England","0","XEN","",75,"Sam","","Clucas","1639","1990-09-25",178,"MD","MID","Midfielder","England","0","XEN","",10252,"left","S. Clucas","null"
"Poland","616","POL","PL",84,"Grzegorz","","Krychowiak","13887","1990-01-29",187,"MD","MID","Midfielder","Poland","616","POL","PL",25537,"right","G. Krychowiak","null"
"Ghana","288","GHA","GH",81,"Jordan","","Ayew","1628","1991-09-11",182,"FW","FWD","Forward","France","250","FRA","FR",25571,"right","J. Ayew","null"
"Spain","724","ESP","ES",90,"Joel","","Robles Bl\u00e1zquez","684","1990-06-17",195,"GK","GKP","Goalkeeper","Spain","724","ESP","ES",4320,"right","Joel Robles","null"
"Senegal","686","SEN","SN",68,"Pape ","","N'Diaye Souar\u00e9","1628","1990-06-06",178,"DF","DEF","Defender","Senegal","686","SEN","SN",25703,"left","P. Souar\u00e9","null"
"England","0","XEN","",73,"Luke","","Garbutt","1683","1993-05-21",178,"DF","DEF","Defender","England","0","XEN","",9939,"left","L. Garbutt","null"
"Albania","8","ALB","AL",82,"Shkodran","","Mustafi","1609","1992-04-17",184,"DF","DEF","Defender","Germany","276","DEU","DE",20612,"right","S. Mustafi","null"
"Spain","724","ESP","ES",83,"Oriol","","Romeu Vidal","1619","1991-09-24",183,"MD","MID","Midfielder","Spain","724","ESP","ES",7899,"right","Oriol Romeu","null"
"England","0","XEN","",74,"Ben","","Mee","1646","1989-09-21",180,"DF","DEF","Defender","England","0","XEN","",8944,"left","B. Mee","null"
"England","0","XEN","",84,"Charlie","","Austin","1619","1989-07-05",188,"FW","FWD","Forward","England","0","XEN","",8953,"right","C. Austin","null"
"Cameroon","120","CMR","CM",90,"Jo\u00ebl Andre","","Job Matip","1612","1991-08-08",195,"DF","DEF","Defender","Germany","276","DEU","DE",14870,"right","J. Matip","null"
"Netherlands","528","NLD","NL",80,"Bruno","","Martins Indi","1639","1992-02-08",185,"DF","DEF","Defender","Portugal","620","PRT","PT",134,"left","B. Martins Indi","null"
"Germany","276","DEU","DE",82,"Christopher","","Schindler","1673","1990-04-29",189,"DF","DEF","Defender","Germany","276","DEU","DE",15215,"right","C. Schindler","null"
"Jamaica","388","JAM","JM",94,"Kyle","","Bartley","1627","1991-05-22",194,"DF","DEF","Defender","England","0","XEN","",61979,"right","K. Bartley","null"
"France","250","FRA","FR",81,"Florian","","Lejeune","1613","1991-05-20",190,"DF","DEF","Defender","France","250","FRA","FR",3523,"right","F. Lejeune","null"
"Wales","0","XWA","",79,"Karl","","Darlow","1613","1990-10-08",185,"GK","GKP","Goalkeeper","England","0","XEN","",8826,"right","K. Darlow","null"
"Colombia","170","COL","CO",75,"Jos\u00e9 Heriberto","","Izquierdo Mena","1651","1992-07-07",171,"FW","FWD","Forward","Colombia","170","COL","CO",91381,"right","J. Izquierdo","null"
"Jamaica","388","JAM","JM",70,"Alex","","Oxlade-Chamberlain","1612","1993-08-15",175,"MD","MID","Midfielder","England","0","XEN","",7868,"right","A. Oxlade-Chamberlain","null"
"England","0","XEN","",66,"Wilfried","","Zaha","1628","1992-11-10",180,"MD","MID","Midfielder","C\u00f4te d'Ivoire","384","CIV","CI",8422,"right","W. Zaha","null"
"Congo DR","180","COD","CD",74,"Elias","","Kachunga","1673","1992-04-22",178,"FW","FWD","Forward","Germany","276","DEU","DE",16122,"right","E. Kachunga","null"
"Czech Republic","203","CZE","CZ",76,"Ji\u0159\u00ed","","Skal\u00e1k","1638","1992-03-12",177,"MD","MID","Midfielder","Czech Republic","203","CZE","CZ",104745,"right","J. Skal\u00e1k","11555"
"Ghana","288","GHA","GH",79,"Collin","","Quaner","1673","1991-06-18",191,"FW","FWD","Forward","Germany","276","DEU","DE",16436,"right","C. Quaner","null"
"Norway","578","NOR","NO",83,"Fredrik","","Ulvestad","6713","1992-05-19",183,"MD","MID","Midfielder","Norway","578","NOR","NO",54762,"right","F. Ulvestad","null"
"Ireland Republic","372","IRL","IE",71,"Robbie","","Brady","1646","1992-01-14",175,"MD","MID","Midfielder","Ireland Republic",NA,"IRL","IE",9623,"left","R. Brady","8274"
"England","0","XEN","",66,"Tom","","Ince","1639","1992-01-30",178,"MD","MID","Midfielder","England","0","XEN","",9419,"left","T. Ince","null"
"Denmark","208","DNK","DK",87,"Jakob","","Haugaard","1639","1992-05-01",199,"GK","GKP","Goalkeeper","Denmark","208","DNK","DK",56429,"left","J. Haugaard","null"
"Belgium","56","BEL","BE",69,"Anthony","","Knockaert","1651","1991-11-20",172,"MD","MID","Midfielder","France","250","FRA","FR",25950,"left","A. Knockaert","null"
"England","0","XEN","",73,"Danny","","Ings","1619","1992-07-23",178,"FW","FWD","Forward","England","0","XEN","",8955,"right","D. Ings","null"
"England","0","XEN","",82,"Steve","","Cook","1659","1991-04-19",185,"DF","DEF","Defender","England","0","XEN","",9277,"right","S. Cook","null"
"Italy","380","ITA","IT",59,"Manuel","","Lanzini","1633","1993-02-15",167,"MD","MID","Midfielder","Argentina","32","ARG","AR",41174,"right","M. Lanzini","null"
"Bosnia-Herzegovina","70","BIH","BA",78,"Muhamed","","Be\u0161i\u0107","1620","1992-09-10",177,"MD","MID","Midfielder","Germany","276","DEU","DE",14886,"right","M. Be\u0161i\u0107","10001"
"Germany","276","DEU","DE",91,"Michael","","Hefele","1642","1990-09-01",192,"DF","DEF","Defender","Germany","276","DEU","DE",15474,"right","M. Hefele","null"
"Ireland Republic","372","IRL","IE",75,"Nathan","","Redmond","1619","1994-03-06",173,"MD","MID","Midfielder","England","0","XEN","",8116,"right","N. Redmond","null"
"England","0","XEN","",83,"Saido","","Berahino","1639","1993-08-04",180,"FW","FWD","Forward","Burundi",NA,"BDI","BI",9532,"right","S. Berahino","19412"
"England","0","XEN","",85,"Connor","","Goldson","8509","1992-12-18",191,"DF","DEF","Defender","England","0","XEN","",13451,"right","C. Goldson","null"
"England","0","XEN","",84,"Jack","","Stephens","1619","1994-01-27",185,"DF","DEF","Defender","England","0","XEN","",8136,"right","J. Stephens","null"
"France","250","FRA","FR",76,"Serge","","Aurier","1624","1992-12-24",176,"DF","DEF","Defender","C\u00f4te d'Ivoire","384","CIV","CI",25785,"right","S. Aurier","null"
"Algeria","12","DZA","DZ",62,"Riyad","","Mahrez","1625","1991-02-21",179,"MD","MID","Midfielder","France","250","FRA","FR",26150,"left","R. Mahrez","16009"
"Congo DR","180","COD","CD",78,"Benik","","Afobe","1639","1993-02-12",183,"FW","FWD","Forward","England","0","XEN","",134351,"right","B. Afobe","18538"
"Netherlands","528","NLD","NL",70,"Davy","","Klaassen","2443","1993-02-21",179,"MD","MID","Midfielder","Netherlands","528","NLD","NL",56,"right","D. Klaassen","null"
"Cura\u00e7ao","531","CUW","CW",78,"J\u00fcrgen","","Locadia","1651","1993-11-07",185,"FW","FWD","Forward","Netherlands","528","NLD","NL",120,"right","J. Locadia","null"
"Greece","300","GRC","GR",77,"Konstantinos","","Stafylidis","2481","1993-12-02",178,"DF","DEF","Defender","Greece","300","GRC","GR",92947,"left","K. Stafylidis","null"
"Scotland","0","XSC","",62,"Ryan","","Fraser","1659","1994-02-24",163,"MD","MID","Midfielder","Scotland","0","XSC","",62224,"right","R. Fraser","8664"
"Senegal","686","SEN","SN",76,"Massadio","","Ha\u00efdara","3773","1992-12-02",179,"DF","DEF","Defender","France","250","FRA","FR",26109,"left","M. Ha\u00efdara","null"
"Spain","724","ESP","ES",73,"Jes\u00e9","","Rodr\u00edguez Ruiz","3767","1993-02-26",178,"FW","FWD","Forward","Spain","724","ESP","ES",3326,"right","Jes\u00e9 Rodr\u00edguez","null"
"Congo DR","180","COD","CD",70,"Terence","","Kongolo","1673","1994-02-14",188,"DF","DEF","Defender","Netherlands","528","NLD","NL",132,"left","T. Kongolo","null"
"Mali","466","MLI","ML",75,"Abdoulaye","","Doucour\u00e9","1644","1993-01-01",183,"MD","MID","Midfielder","France","250","FRA","FR",28292,"right","A. Doucour\u00e9","null"
"Ireland Republic","372","IRL","IE",69,"Jon","","Flanagan","8509","1993-01-01",181,"DF","DEF","Defender","England","0","XEN","",7956,"right","J. Flanagan","null"
"Bermuda",NA,"BMU","BM",75,"Nahki","","Wells","1650","1990-06-01",174,"FW","FWD","Forward","Bermuda",NA,"BMU","BM",9179,"right","N. Wells","null"
"Poland","616","POL","PL",81,"James ","","Tarkowski","1646","1992-11-19",191,"DF","DEF","Defender","England","0","XEN","",9433,"right","J. Tarkowski","null"
"England","0","XEN","",66,"Tom","","Carroll","10531","1992-05-28",178,"MD","MID","Midfielder","England","0","XEN","",8976,"left","T. Carroll","null"
"C\u00f4te d'Ivoire","384","CIV","CI",72,"Tiemou\u00e9","","Bakayoko","3157","1994-08-17",184,"MD","MID","Midfielder","France","250","FRA","FR",28291,"right","T. Bakayoko","null"
"Nigeria","566","NGA","NG",79,"Freddie","","Ladapo","1649","1993-02-01",187,"FW","FWD","Forward","England","0","XEN","",13745,"right","F. Ladapo","null"
"Ghana","288","GHA","GH",72,"Jeffrey ","","Schlupp","1628","1992-12-23",178,"DF","DEF","Defender","Germany","276","DEU","DE",8501,"left","J. Schlupp","null"
"Spain","724","ESP","ES",86,"Aymeric ","","Laporte","1625","1994-05-27",191,"DF","DEF","Defender","France","250","FRA","FR",134502,"left","A. Laporte","null"
"C\u00f4te d'Ivoire","384","CIV","CI",75,"Nathan","","Ak\u00e9","1659","1995-02-18",180,"DF","DEF","Defender","Netherlands","528","NLD","NL",134102,"left","N. Ak\u00e9","664"
"England","0","XEN","",70,"Brad","","Smith","8067","1994-04-09",177,"DF","DEF","Defender","Australia","36","AUS","AU",11061,"left","B. Smith","null"
"Scotland","0","XSC","",68,"Jay","","Fulton","10531","1994-04-04",178,"MD","MID","Midfielder","England","0","XEN","",62344,"right","J. Fulton","null"
"Netherlands","528","NLD","NL",92,"Virgil","","van Dijk","1612","1991-07-08",193,"DF","DEF","Defender","Netherlands","528","NLD","NL",370,"right","V. van Dijk","664"
"Netherlands","528","NLD","NL",81,"Mike","","van der Hoorn","10531","1992-10-15",190,"DF","DEF","Defender","Netherlands","528","NLD","NL",284,"right","M. van der Hoorn","null"
"Ghana","288","GHA","GH",68,"Christian ","","Atsu Twasam","1613","1992-01-10",172,"MD","MID","Midfielder","Ghana","288","GHA","GH",70215,"left","C. Atsu","17522"
"England","0","XEN","",83,"Jamal","","Lascelles","1613","1993-11-11",189,"DF","DEF","Defender","England","0","XEN","",8833,"right","J. Lascelles","null"
"Italy","380","ITA","IT",87,"Guido Marcelo","","Carrillo","712","1991-05-25",191,"FW","FWD","Forward","Argentina","32","ARG","AR",86239,"right","G. Carrillo","null"
"Spain","724","ESP","ES",65,"Alberto","","Moreno P\u00e9rez","1612","1992-07-05",171,"DF","DEF","Defender","Spain","724","ESP","ES",4908,"left","Alberto Moreno","null"
"Congo DR","180","COD","CD",82,"Chancel","","Mbemba Mangulu","9606","1994-08-08",182,"DF","DEF","Defender","Congo DR","180","COD","CD",37726,"right","C. Mbemba","18538"
"Zambia",NA,"ZMB","ZM",66,"Charly Junior","","Musonda","24","1996-10-15",173,"MD","MID","Midfielder","Belgium","56","BEL","BE",212651,"right","C. Musonda","null"
"Argentina","32","ARG","AR",78,"Paulo Dino","","Gazzaniga","1624","1992-01-02",185,"GK","GKP","Goalkeeper","Argentina","32","ARG","AR",8992,"right","P. Gazzaniga","12274"
"Nigeria","566","NGA","NG",81,"Jordon ","","Ibe","1659","1995-12-08",176,"MD","MID","Midfielder","England","0","XEN","",9739,"right","J. Ibe","null"
"England","0","XEN","",66,"James ","","Ward-Prowse","1619","1994-11-01",173,"MD","MID","Midfielder","England","0","XEN","",8144,"right","J. Ward-Prowse","null"
"England","0","XEN","",72,"Charlie","","Taylor","1646","1993-09-18",185,"DF","DEF","Defender","England","0","XEN","",9164,"left","C. Taylor","null"
"Jamaica","388","JAM","JM",73,"Dwight","","Gayle","1627","1990-10-17",177,"FW","FWD","Forward","England","0","XEN","",12536,"right","D. Gayle","null"
"Congo DR","180","COD","CD",70,"Arthur","","Masuaku","1633","1993-11-07",179,"DF","DEF","Defender","France","250","FRA","FR",26499,"left","A. Masuaku","18538"
"Germany","276","DEU","DE",87,"Loris","","Karius","4489","1993-06-22",190,"GK","GKP","Goalkeeper","Germany","276","DEU","DE",15175,"right","L. Karius","null"
"England","0","XEN","",62,"Alex ","","Pritchard","1673","1993-05-03",171,"MD","MID","Midfielder","England","0","XEN","",8290,"right","A. Pritchard","null"
"England","0","XEN","",82,"Michael","","Keane","1623","1993-01-11",188,"DF","DEF","Defender","England","0","XEN","",7919,"right","M. Keane","2413"
"Wales","0","XWA","",77,"Paul","","Dummett","1613","1991-09-26",183,"DF","DEF","Defender","England","0","XEN","",7978,"left","P. Dummett","10682"
"England","0","XEN","",75,"Luke","","Shaw","1611","1995-07-12",185,"DF","DEF","Defender","England","0","XEN","",8135,"left","L. Shaw","2413"
"Bosnia-Herzegovina","70","BIH","BA",85,"Sead","","Kola\u0161inac","1609","1993-06-20",183,"DF","DEF","Defender","Germany","276","DEU","DE",14869,"left","S. Kola\u0161inac","null"
"Jamaica","388","JAM","JM",79,"Isaac","","Hayden","1613","1995-03-22",187,"MD","MID","Midfielder","England","0","XEN","",134294,"right","I. Hayden","null"
"Guadeloupe","312","GLP","GP",76,"Anthony","","Martial","1611","1995-12-05",184,"FW","FWD","Forward","France","250","FRA","FR",134513,"right","A. Martial","null"
"England","0","XEN","",74,"Will","","Hughes","1644","1995-04-17",185,"MD","MID","Midfielder","England","0","XEN","",8981,"left","W. Hughes","null"
"England","0","XEN","",84,"Tom","","Smith","1673","1992-04-14",186,"DF","DEF","Defender","England","0","XEN","",11078,"right","T. Smith","null"
"Norway","578","NOR","NO",90,"Alexander","","S\u00f8rloth","1628","1995-12-05",194,"FW","FWD","Forward","Norway","578","NOR","NO",55224,"right","A. S\u00f8rloth","7336"
"Spain","724","ESP","ES",72,"Javier","","Manquillo Gait\u00e1n","1613","1994-05-05",180,"DF","DEF","Defender","Spain","724","ESP","ES",3436,"right","Javi Manquillo","null"
"Senegal","686","SEN","SN",82,"El-Hadji Baye Oumar","","Niasse","1623","1990-04-18",182,"FW","FWD","Forward","Senegal","686","SEN","SN",145692,"right","O. Niasse","null"
"England","0","XEN","",81,"Matt","","Macey","1649","1994-09-09",198,"GK","GKP","Goalkeeper","England","0","XEN","",171166,"right","M. Macey","null"
"England","0","XEN","",66,"Calum","","Chambers","1616","1995-01-20",182,"DF","DEF","Defender","England","0","XEN","",171283,"right","C. Chambers","null"
"Spain","724","ESP","ES",74,"H\u00e9ctor","","Beller\u00edn Moruno","1609","1995-03-19",178,"DF","DEF","Defender","Spain","724","ESP","ES",167145,"right","Beller\u00edn","null"
"France","250","FRA","FR",83,"Steve","","Mouni\u00e9","1673","1994-09-29",190,"FW","FWD","Forward","Benin","204","BEN","BJ",214654,"right","S. Mouni\u00e9","18884"
"Morocco","504","MAR","MA",60,"Sofiane","","Boufal","692","1993-09-17",170,"MD","MID","Midfielder","France","250","FRA","FR",215983,"right","S. Boufal","null"
"Ghana","288","GHA","GH",79,"Daniel","","Amartey","1631","1994-12-21",186,"MD","MID","Midfielder","Ghana","288","GHA","GH",217078,"right","D. Amartey","17522"
"Scotland","0","XSC","",63,"Andrew","","Robertson","1612","1994-03-11",178,"DF","DEF","Defender","Scotland","0","XSC","",222220,"left","A. Robertson","8664"
"England","0","XEN","",72,"Sam","","Byram","1642","1993-09-16",180,"DF","DEF","Defender","England","0","XEN","",224206,"right","S. Byram","null"
"Spain","724","ESP","ES",66,"Ayoze","","P\u00e9rez Guti\u00e9rrez","1613","1993-07-29",179,"FW","FWD","Forward","Spain","724","ESP","ES",230883,"right","Ayoze P\u00e9rez","null"
"C\u00f4te d'Ivoire","384","CIV","CI",72,"Jeremie","","Boga","3315","1997-01-03",174,"FW","FWD","Forward","France","250","FRA","FR",227756,"right","J. Boga","null"
"Slovenia","705","SVN","SI",78,"Jon","","Gorenc-Stankovi\u010d","1673","1996-01-14",190,"DF","DEF","Defender","Slovenia","705","SVN","SI",234139,"right","J. Gorenc-Stankovi\u010d","12052"
"Jamaica","388","JAM","JM",75,"Jerome","","Sinclair","1632","1996-09-20",181,"FW","FWD","Forward","England","0","XEN","",234408,"right","J. Sinclair","null"
"Portugal","620","PRT","PT",81,"Joel","","Pereira Castro","9624","1996-06-28",188,"GK","GKP","Goalkeeper","Switzerland","756","CHE","CH",237020,"right","Joel Castro","9910"
"Barbados",NA,"BRB","BB",77,"Tyrone","","Mings","1659","1993-03-19",196,"DF","DEF","Defender","England","0","XEN","",239411,"left","T. Mings","null"
"England","0","XEN","",77,"Freddie","","Woodman","1613","1997-03-04",187,"GK","GKP","Goalkeeper","England","0","XEN","",240270,"right","F. Woodman","2420"
"Suriname","740","SUR","SR",79,"Ja\u00efro","","Riedewald","1628","1996-09-09",182,"DF","DEF","Defender","Netherlands","528","NLD","NL",240559,"left","J. Riedewald","null"
